"","Ageband","Sex","Year","Country","Definition","Deaths","Pop"
"24453","65-74","Female",2012,"Belgium","Full",67,505419
"24454","65-74","Female",2012,"Belgium","Simple",123,505419
"24455","65-74","Female",2012,"Brazil","Full",247.573085846868,4825733.5
"24456","65-74","Female",2012,"Brazil","Simple",832.57220926611,4825733.5
"24457","65-74","Female",2012,"Bulgaria","Full",3,445907.5
"24458","65-74","Female",2012,"Bulgaria","Simple",107,445907.5
"24459","65-74","Female",2012,"Canada","Full",106,1435451.43
"24460","65-74","Female",2012,"Canada","Simple",235,1435451.43
"24461","65-74","Female",2012,"Chile","Full",41,526264.78
"24462","65-74","Female",2012,"Chile","Simple",182,526264.78
"24463","65-74","Female",2012,"Colombia","Full",11,998414.5
"24464","65-74","Female",2012,"Colombia","Simple",222.596774193548,998414.5
"24465","65-74","Female",2012,"Costa Rica","Full",4,116604.5
"24466","65-74","Female",2012,"Costa Rica","Simple",17,116604.5
"24467","65-74","Female",2012,"Cuba","Full",17,455194.5
"24468","65-74","Female",2012,"Cuba","Simple",89,455194.5
"24469","65-74","Female",2012,"Czechia","Full",87,569988
"24470","65-74","Female",2012,"Czechia","Simple",151,569988
"24471","65-74","Female",2012,"Denmark","Full",107,300877
"24472","65-74","Female",2012,"Denmark","Simple",111,300877
"24473","65-74","Female",2012,"Dominican Republic","Full",1,171619
"24474","65-74","Female",2012,"Dominican Republic","Simple",41.235632183908,171619
"24475","65-74","Female",2012,"Ecuador","Full",6,316095
"24476","65-74","Female",2012,"Ecuador","Simple",185,316095
"24477","65-74","Female",2012,"England & Wales","Full",299,2677192
"24478","65-74","Female",2012,"England & Wales","Simple",494,2677192
"24479","65-74","Female",2012,"Estonia","Full",20,77694
"24480","65-74","Female",2012,"Estonia","Simple",24,77694
"24481","65-74","Female",2012,"Finland","Full",82,292540
"24482","65-74","Female",2012,"Finland","Simple",98,292540
"24483","65-74","Female",2012,"France","Full",376,2843515
"24484","65-74","Female",2012,"France","Simple",575,2843515
"24485","65-74","Female",2012,"Guatemala","Full",31.4407582938389,191217.5
"24486","65-74","Female",2012,"Guatemala","Simple",189.542790152403,191217.5
"24487","65-74","Female",2012,"Hong Kong","Full",0,237900
"24488","65-74","Female",2012,"Hong Kong","Simple",34,237900
"24489","65-74","Female",2012,"Hungary","Full",200,566219.5
"24490","65-74","Female",2012,"Hungary","Simple",244,566219.5
"24491","65-74","Female",2012,"Ireland","Full",12,159232
"24492","65-74","Female",2012,"Ireland","Simple",23,159232
"24493","65-74","Female",2012,"Israel","Full",2,234203.8132
"24494","65-74","Female",2012,"Israel","Simple",26,234203.8132
"24495","65-74","Female",2012,"Italy","Full",57,3344517
"24496","65-74","Female",2012,"Italy","Simple",583,3344517
"24497","65-74","Female",2012,"Japan","Full",111,8185000
"24498","65-74","Female",2012,"Japan","Simple",796,8185000
"24499","65-74","Female",2012,"Kyrgyzstan","Full",12,78986
"24500","65-74","Female",2012,"Kyrgyzstan","Simple",118,78986
"24501","65-74","Female",2012,"Latvia","Full",46,131709
"24502","65-74","Female",2012,"Latvia","Simple",41,131709
"24503","65-74","Female",2012,"Lithuania","Full",32,176377
"24504","65-74","Female",2012,"Lithuania","Simple",50,176377
"24505","65-74","Female",2012,"Mauritius","Full",0,33643
"24506","65-74","Female",2012,"Mauritius","Simple",2,33643
"24507","65-74","Female",2012,"Mexico","Full",259.196928040379,2397529.5
"24508","65-74","Female",2012,"Mexico","Simple",1746.70357175478,2397529.5
"24509","65-74","Female",2012,"Moldova","Full",16,123469
"24510","65-74","Female",2012,"Moldova","Simple",327,123469
"24511","65-74","Female",2012,"Netherlands","Full",44,801651
"24512","65-74","Female",2012,"Netherlands","Simple",89,801651
"24513","65-74","Female",2012,"Nicaragua","Full",8,89660
"24514","65-74","Female",2012,"Nicaragua","Simple",32,89660
"24515","65-74","Female",2012,"Northern Ireland","Full",8,79313
"24516","65-74","Female",2012,"Northern Ireland","Simple",16,79313
"24517","65-74","Female",2012,"Paraguay","Full",5,104235.5
"24518","65-74","Female",2012,"Paraguay","Simple",9,104235.5
"24519","65-74","Female",2012,"Peru","Full",23,666015
"24520","65-74","Female",2012,"Peru","Simple",318,666015
"24521","65-74","Female",2012,"Poland","Full",143,1637870
"24522","65-74","Female",2012,"Poland","Simple",358,1637870
"24523","65-74","Female",2012,"Romania","Full",63,1016258
"24524","65-74","Female",2012,"Romania","Simple",1009,1016258
"24525","65-74","Female",2012,"Scotland","Full",55,268312
"24526","65-74","Female",2012,"Scotland","Simple",80,268312
"24527","65-74","Female",2012,"Serbia","Full",15,386195
"24528","65-74","Female",2012,"Serbia","Simple",48,386195
"24529","65-74","Female",2012,"Slovenia","Full",43,100495
"24530","65-74","Female",2012,"Slovenia","Simple",48,100495
"24531","65-74","Female",2012,"South Korea","Full",45,1951778
"24532","65-74","Female",2012,"South Korea","Simple",234,1951778
"24533","65-74","Female",2012,"Spain","Full",56,2094480
"24534","65-74","Female",2012,"Spain","Simple",268,2094480
"24535","65-74","Female",2012,"Sweden","Full",68,508065
"24536","65-74","Female",2012,"Sweden","Simple",101,508065
"24537","65-74","Female",2012,"Switzerland","Full",58,385945.5
"24538","65-74","Female",2012,"Switzerland","Simple",66,385945.5
"24539","65-74","Female",2012,"Turkey","Full",6,1825027
"24540","65-74","Female",2012,"Turkey","Simple",255,1825027
"24541","65-74","Female",2012,"USA","Full",894,12460164.79
"24542","65-74","Female",2012,"USA","Simple",2738,12460164.79
"24543","65-74","Female",2012,"Uruguay","Full",4,141125
"24544","65-74","Female",2012,"Uruguay","Simple",12,141125
"24545","65-74","Female",2013,"Argentina","Full",41,1452138
"24546","65-74","Female",2013,"Argentina","Simple",204.236180904523,1452138
"24547","65-74","Female",2013,"Armenia","Full",0,97449
"24548","65-74","Female",2013,"Armenia","Simple",53,97449
"24549","65-74","Female",2013,"Australia","Full",47,943443
"24550","65-74","Female",2013,"Australia","Simple",93,943443
"24551","65-74","Female",2013,"Austria","Full",63,458414
"24552","65-74","Female",2013,"Austria","Simple",116,458414
"24553","65-74","Female",2013,"Belgium","Full",67,521761
"24554","65-74","Female",2013,"Belgium","Simple",111,521761
"24555","65-74","Female",2013,"Brazil","Full",240.233936615822,5027442.5
"24556","65-74","Female",2013,"Brazil","Simple",806.965123730487,5027442.5
"24557","65-74","Female",2013,"Bulgaria","Full",1,455749
"24558","65-74","Female",2013,"Bulgaria","Simple",93,455749
"24559","65-74","Female",2013,"Canada","Full",134,1510643.58
"24560","65-74","Female",2013,"Canada","Simple",272,1510643.58
"24561","65-74","Female",2013,"Chile","Full",39,545939.04
"24562","65-74","Female",2013,"Chile","Simple",148,545939.04
"24563","65-74","Female",2013,"Colombia","Full",19,1050464
"24564","65-74","Female",2013,"Colombia","Simple",203,1050464
"24565","65-74","Female",2013,"Costa Rica","Full",6,121911
"24566","65-74","Female",2013,"Costa Rica","Simple",18,121911
"24567","65-74","Female",2013,"Cuba","Full",13,467912
"24568","65-74","Female",2013,"Cuba","Simple",102,467912
"24569","65-74","Female",2013,"Czechia","Full",75,599330
"24570","65-74","Female",2013,"Czechia","Simple",139,599330
"24571","65-74","Female",2013,"Denmark","Full",123,310393
"24572","65-74","Female",2013,"Denmark","Simple",129,310393
"24573","65-74","Female",2013,"Dominican Republic","Full",0,178566
"24574","65-74","Female",2013,"Dominican Republic","Simple",31.4492753623188,178566
"24575","65-74","Female",2013,"Ecuador","Full",16,329729
"24576","65-74","Female",2013,"Ecuador","Simple",213.589211618257,329729
"24577","65-74","Female",2013,"England & Wales","Full",267,2774490
"24578","65-74","Female",2013,"England & Wales","Simple",430,2774490
"24579","65-74","Female",2013,"Estonia","Full",12,77115
"24580","65-74","Female",2013,"Estonia","Simple",17,77115
"24581","65-74","Female",2013,"Finland","Full",85,306516
"24582","65-74","Female",2013,"Finland","Simple",101,306516
"24583","65-74","Female",2013,"France","Full",380,2977611.5
"24584","65-74","Female",2013,"France","Simple",567,2977611.5
"24585","65-74","Female",2013,"Guatemala","Full",14.3626943005181,201298
"24586","65-74","Female",2013,"Guatemala","Simple",188.462569832402,201298
"24587","65-74","Female",2013,"Hong Kong","Full",1,250000
"24588","65-74","Female",2013,"Hong Kong","Simple",16,250000
"24589","65-74","Female",2013,"Hungary","Full",201,576080
"24590","65-74","Female",2013,"Hungary","Simple",254,576080
"24591","65-74","Female",2013,"Ireland","Full",8,165857
"24592","65-74","Female",2013,"Ireland","Simple",18,165857
"24593","65-74","Female",2013,"Israel","Full",2,246191.9243
"24594","65-74","Female",2013,"Israel","Simple",26,246191.9243
"24595","65-74","Female",2013,"Italy","Full",72,3408561
"24596","65-74","Female",2013,"Italy","Simple",577,3408561
"24597","65-74","Female",2013,"Japan","Full",115,8533000
"24598","65-74","Female",2013,"Japan","Simple",797.189581351094,8533000
"24599","65-74","Female",2013,"Kyrgyzstan","Full",5,79732
"24600","65-74","Female",2013,"Kyrgyzstan","Simple",104,79732
"24601","65-74","Female",2013,"Latvia","Full",28,128988
"24602","65-74","Female",2013,"Latvia","Simple",37,128988
"24603","65-74","Female",2013,"Lithuania","Full",32,173313
"24604","65-74","Female",2013,"Lithuania","Simple",58,173313
"24605","65-74","Female",2013,"Mauritius","Full",0,36215
"24606","65-74","Female",2013,"Mauritius","Simple",3,36215
"24607","65-74","Female",2013,"Mexico","Full",239.365419881903,2479365
"24608","65-74","Female",2013,"Mexico","Simple",1734.57109098304,2479365
"24609","65-74","Female",2013,"Moldova","Full",30,122559
"24610","65-74","Female",2013,"Moldova","Simple",283,122559
"24611","65-74","Female",2013,"Netherlands","Full",59,838396
"24612","65-74","Female",2013,"Netherlands","Simple",108,838396
"24613","65-74","Female",2013,"Nicaragua","Full",4,92175
"24614","65-74","Female",2013,"Nicaragua","Simple",44,92175
"24615","65-74","Female",2013,"Northern Ireland","Full",8,81418
"24616","65-74","Female",2013,"Northern Ireland","Simple",18,81418
"24617","65-74","Female",2013,"Paraguay","Full",14,108337.5
"24618","65-74","Female",2013,"Paraguay","Simple",16,108337.5
"24619","65-74","Female",2013,"Peru","Full",36,690726
"24620","65-74","Female",2013,"Peru","Simple",295,690726
"24621","65-74","Female",2013,"Poland","Full",136,1701720
"24622","65-74","Female",2013,"Poland","Simple",375,1701720
"24623","65-74","Female",2013,"Romania","Full",51,1007470
"24624","65-74","Female",2013,"Romania","Simple",925,1007470
"24625","65-74","Female",2013,"Scotland","Full",50,275288
"24626","65-74","Female",2013,"Scotland","Simple",73,275288
"24627","65-74","Female",2013,"Serbia","Full",18,392101
"24628","65-74","Female",2013,"Serbia","Simple",46,392101
"24629","65-74","Female",2013,"Slovenia","Full",55,101867
"24630","65-74","Female",2013,"Slovenia","Simple",57,101867
"24631","65-74","Female",2013,"South Korea","Full",59,2005498
"24632","65-74","Female",2013,"South Korea","Simple",240,2005498
"24633","65-74","Female",2013,"Spain","Full",49,2153749
"24634","65-74","Female",2013,"Spain","Simple",266,2153749
"24635","65-74","Female",2013,"Sweden","Full",67,525995
"24636","65-74","Female",2013,"Sweden","Simple",98,525995
"24637","65-74","Female",2013,"Switzerland","Full",66,396817
"24638","65-74","Female",2013,"Switzerland","Simple",74,396817
"24639","65-74","Female",2013,"Turkey","Full",7,1892072
"24640","65-74","Female",2013,"Turkey","Simple",256,1892072
"24641","65-74","Female",2013,"USA","Full",953,13196415.39
"24642","65-74","Female",2013,"USA","Simple",2836,13196415.39
"24643","65-74","Female",2013,"Uruguay","Full",7,141523
"24644","65-74","Female",2013,"Uruguay","Simple",15,141523
"24645","65-74","Female",2014,"Argentina","Full",34,1486045
"24646","65-74","Female",2014,"Argentina","Simple",218,1486045
"24647","65-74","Female",2014,"Armenia","Full",0,96087
"24648","65-74","Female",2014,"Armenia","Simple",45,96087
"24649","65-74","Female",2014,"Australia","Full",47,978992
"24650","65-74","Female",2014,"Australia","Simple",70,978992
"24651","65-74","Female",2014,"Austria","Full",76,460732
"24652","65-74","Female",2014,"Austria","Simple",137,460732
"24653","65-74","Female",2014,"Belgium","Full",89,531014
"24654","65-74","Female",2014,"Belgium","Simple",141,531014
"24655","65-74","Female",2014,"Brazil","Full",228.370066272021,5259729
"24656","65-74","Female",2014,"Brazil","Simple",875.461751152187,5259729
"24657","65-74","Female",2014,"Bulgaria","Full",5,468162
"24658","65-74","Female",2014,"Bulgaria","Simple",79,468162
"24659","65-74","Female",2014,"Canada","Full",149,1582636.19
"24660","65-74","Female",2014,"Canada","Simple",297,1582636.19
"24661","65-74","Female",2014,"Chile","Full",48,567262.17
"24662","65-74","Female",2014,"Chile","Simple",142,567262.17
"24663","65-74","Female",2014,"Colombia","Full",12,1106731.5
"24664","65-74","Female",2014,"Colombia","Simple",220,1106731.5
"24665","65-74","Female",2014,"Costa Rica","Full",2,127712
"24666","65-74","Female",2014,"Costa Rica","Simple",16,127712
"24667","65-74","Female",2014,"Cuba","Full",14,477766.5
"24668","65-74","Female",2014,"Cuba","Simple",107,477766.5
"24669","65-74","Female",2014,"Czechia","Full",94,623914
"24670","65-74","Female",2014,"Czechia","Simple",165,623914
"24671","65-74","Female",2014,"Denmark","Full",125,318547
"24672","65-74","Female",2014,"Denmark","Simple",131,318547
"24673","65-74","Female",2014,"Dominican Republic","Full",6,186478.5
"24674","65-74","Female",2014,"Dominican Republic","Simple",37,186478.5
"24675","65-74","Female",2014,"Ecuador","Full",8,345397
"24676","65-74","Female",2014,"Ecuador","Simple",183,345397
"24677","65-74","Female",2014,"England & Wales","Full",314,2849812
"24678","65-74","Female",2014,"England & Wales","Simple",503,2849812
"24679","65-74","Female",2014,"Estonia","Full",14,77172
"24680","65-74","Female",2014,"Estonia","Simple",16,77172
"24681","65-74","Female",2014,"Finland","Full",120,318801.5
"24682","65-74","Female",2014,"Finland","Simple",134,318801.5
"24683","65-74","Female",2014,"France","Full",341,3118382
"24684","65-74","Female",2014,"France","Simple",515,3118382
"24685","65-74","Female",2014,"Guatemala","Full",26.256157635468,212159
"24686","65-74","Female",2014,"Guatemala","Simple",217.79067357513,212159
"24687","65-74","Female",2014,"Hong Kong","Full",1,265200
"24688","65-74","Female",2014,"Hong Kong","Simple",24,265200
"24689","65-74","Female",2014,"Hungary","Full",234,587139.5
"24690","65-74","Female",2014,"Hungary","Simple",288,587139.5
"24691","65-74","Female",2014,"Ireland","Full",11,170879.2
"24692","65-74","Female",2014,"Ireland","Simple",17,170879.2
"24693","65-74","Female",2014,"Israel","Full",0,258007.04859
"24694","65-74","Female",2014,"Israel","Simple",16,258007.04859
"24695","65-74","Female",2014,"Italy","Full",50,3450718
"24696","65-74","Female",2014,"Italy","Simple",515,3450718
"24697","65-74","Female",2014,"Japan","Full",130,8936000
"24698","65-74","Female",2014,"Japan","Simple",857,8936000
"24699","65-74","Female",2014,"Kyrgyzstan","Full",11,81807
"24700","65-74","Female",2014,"Kyrgyzstan","Simple",105,81807
"24701","65-74","Female",2014,"Latvia","Full",29,127275
"24702","65-74","Female",2014,"Latvia","Simple",39,127275
"24703","65-74","Female",2014,"Lithuania","Full",27,172314
"24704","65-74","Female",2014,"Lithuania","Simple",61,172314
"24705","65-74","Female",2014,"Mauritius","Full",0,38391
"24706","65-74","Female",2014,"Mauritius","Simple",2,38391
"24707","65-74","Female",2014,"Mexico","Full",274.62080518745,2565675.5
"24708","65-74","Female",2014,"Mexico","Simple",1867.40804115569,2565675.5
"24709","65-74","Female",2014,"Moldova","Full",20,125244
"24710","65-74","Female",2014,"Moldova","Simple",346,125244
"24711","65-74","Female",2014,"Netherlands","Full",75,867444
"24712","65-74","Female",2014,"Netherlands","Simple",127,867444
"24713","65-74","Female",2014,"Nicaragua","Full",8,95821.5
"24714","65-74","Female",2014,"Nicaragua","Simple",45,95821.5
"24715","65-74","Female",2014,"Northern Ireland","Full",8,83121
"24716","65-74","Female",2014,"Northern Ireland","Simple",13,83121
"24717","65-74","Female",2014,"Paraguay","Full",6,112731
"24718","65-74","Female",2014,"Paraguay","Simple",15,112731
"24719","65-74","Female",2014,"Peru","Full",52,716169.5
"24720","65-74","Female",2014,"Peru","Simple",329,716169.5
"24721","65-74","Female",2014,"Poland","Full",172,1776389
"24722","65-74","Female",2014,"Poland","Simple",350,1776389
"24723","65-74","Female",2014,"Romania","Full",67,1017658
"24724","65-74","Female",2014,"Romania","Simple",991,1017658
"24725","65-74","Female",2014,"Scotland","Full",47,281387
"24726","65-74","Female",2014,"Scotland","Simple",59,281387
"24727","65-74","Female",2014,"Serbia","Full",21,401205
"24728","65-74","Female",2014,"Serbia","Simple",55,401205
"24729","65-74","Female",2014,"Slovenia","Full",37,103763
"24730","65-74","Female",2014,"Slovenia","Simple",41,103763
"24731","65-74","Female",2014,"South Korea","Full",41,2046428.5
"24732","65-74","Female",2014,"South Korea","Simple",239,2046428.5
"24733","65-74","Female",2014,"Spain","Full",52,2238494
"24734","65-74","Female",2014,"Spain","Simple",283,2238494
"24735","65-74","Female",2014,"Sweden","Full",66,541010
"24736","65-74","Female",2014,"Sweden","Simple",103,541010
"24737","65-74","Female",2014,"Switzerland","Full",69,402161
"24738","65-74","Female",2014,"Switzerland","Simple",84,402161
"24739","65-74","Female",2014,"Turkey","Full",5,1985233
"24740","65-74","Female",2014,"Turkey","Simple",300,1985233
"24741","65-74","Female",2014,"USA","Full",1020,13851582.13
"24742","65-74","Female",2014,"USA","Simple",3086,13851582.13
"24743","65-74","Female",2014,"Uruguay","Full",6.35294117647059,141763.5
"24744","65-74","Female",2014,"Uruguay","Simple",13.2765957446809,141763.5
"24745","65-74","Female",2015,"Argentina","Full",32.2525880064945,1520600.5
"24746","65-74","Female",2015,"Argentina","Simple",230.817124598052,1520600.5
"24747","65-74","Female",2015,"Armenia","Full",0,96021
"24748","65-74","Female",2015,"Armenia","Simple",50,96021
"24749","65-74","Female",2015,"Australia","Full",61,1017187
"24750","65-74","Female",2015,"Australia","Simple",105,1017187
"24751","65-74","Female",2015,"Austria","Full",73,451043
"24752","65-74","Female",2015,"Austria","Simple",144,451043
"24753","65-74","Female",2015,"Belgium","Full",87,542500
"24754","65-74","Female",2015,"Belgium","Simple",139,542500
"24755","65-74","Female",2015,"Brazil","Full",212,5517197.5
"24756","65-74","Female",2015,"Brazil","Simple",836,5517197.5
"24757","65-74","Female",2015,"Bulgaria","Full",1,481013.5
"24758","65-74","Female",2015,"Bulgaria","Simple",95,481013.5
"24759","65-74","Female",2015,"Canada","Full",153,1651075.82
"24760","65-74","Female",2015,"Canada","Simple",324,1651075.82
"24761","65-74","Female",2015,"Chile","Full",56,588022.95
"24762","65-74","Female",2015,"Chile","Simple",148,588022.95
"24763","65-74","Female",2015,"Colombia","Full",22,1167620
"24764","65-74","Female",2015,"Colombia","Simple",277,1167620
"24765","65-74","Female",2015,"Costa Rica","Full",2,133894.5
"24766","65-74","Female",2015,"Costa Rica","Simple",23,133894.5
"24767","65-74","Female",2015,"Cuba","Full",25,485796
"24768","65-74","Female",2015,"Cuba","Simple",109,485796
"24769","65-74","Female",2015,"Czechia","Full",106,644275
"24770","65-74","Female",2015,"Czechia","Simple",172,644275
"24771","65-74","Female",2015,"Denmark","Full",116,325038
"24772","65-74","Female",2015,"Denmark","Simple",123,325038
"24773","65-74","Female",2015,"Dominican Republic","Full",2,195707
"24774","65-74","Female",2015,"Dominican Republic","Simple",31.2980769230769,195707
"24775","65-74","Female",2015,"Ecuador","Full",9,361777.5
"24776","65-74","Female",2015,"Ecuador","Simple",233,361777.5
"24777","65-74","Female",2015,"England & Wales","Full",311,2917683
"24778","65-74","Female",2015,"England & Wales","Simple",523,2917683
"24779","65-74","Female",2015,"Estonia","Full",18,77641
"24780","65-74","Female",2015,"Estonia","Simple",24,77641
"24781","65-74","Female",2015,"Finland","Full",93,324363
"24782","65-74","Female",2015,"Finland","Simple",114,324363
"24783","65-74","Female",2015,"France","Full",406,3190369
"24784","65-74","Female",2015,"France","Simple",597,3190369
"24785","65-74","Female",2015,"Guatemala","Full",13.0577777777778,222934.5
"24786","65-74","Female",2015,"Guatemala","Simple",234.899135446686,222934.5
"24787","65-74","Female",2015,"Hong Kong","Full",0,286200
"24788","65-74","Female",2015,"Hong Kong","Simple",18,286200
"24789","65-74","Female",2015,"Hungary","Full",222,598168
"24790","65-74","Female",2015,"Hungary","Simple",267,598168
"24791","65-74","Female",2015,"Ireland","Full",16,179548
"24792","65-74","Female",2015,"Ireland","Simple",22,179548
"24793","65-74","Female",2015,"Israel","Full",1,272579.1173
"24794","65-74","Female",2015,"Israel","Simple",43,272579.1173
"24795","65-74","Female",2015,"Italy","Full",52,3458715
"24796","65-74","Female",2015,"Italy","Simple",480,3458715
"24797","65-74","Female",2015,"Japan","Full",122,9153949
"24798","65-74","Female",2015,"Japan","Simple",826,9153949
"24799","65-74","Female",2015,"Kyrgyzstan","Full",9,85597
"24800","65-74","Female",2015,"Kyrgyzstan","Simple",104,85597
"24801","65-74","Female",2015,"Latvia","Full",27,125768
"24802","65-74","Female",2015,"Latvia","Simple",32,125768
"24803","65-74","Female",2015,"Lithuania","Full",22,172231
"24804","65-74","Female",2015,"Lithuania","Simple",50,172231
"24805","65-74","Female",2015,"Mauritius","Full",0,41039
"24806","65-74","Female",2015,"Mauritius","Simple",8,41039
"24807","65-74","Female",2015,"Mexico","Full",253.396837170189,2657939.5
"24808","65-74","Female",2015,"Mexico","Simple",1884.53501641381,2657939.5
"24809","65-74","Female",2015,"Moldova","Full",41,131366
"24810","65-74","Female",2015,"Moldova","Simple",356,131366
"24811","65-74","Female",2015,"Netherlands","Full",72,892017
"24812","65-74","Female",2015,"Netherlands","Simple",123,892017
"24813","65-74","Female",2015,"Nicaragua","Full",3,100368.5
"24814","65-74","Female",2015,"Nicaragua","Simple",49,100368.5
"24815","65-74","Female",2015,"Northern Ireland","Full",18,84877
"24816","65-74","Female",2015,"Northern Ireland","Simple",24,84877
"24817","65-74","Female",2015,"Paraguay","Full",10.1851851851852,117014
"24818","65-74","Female",2015,"Paraguay","Simple",19.2467532467532,117014
"24819","65-74","Female",2015,"Peru","Full",30,741879.5
"24820","65-74","Female",2015,"Peru","Simple",385,741879.5
"24821","65-74","Female",2015,"Poland","Full",227,1858844
"24822","65-74","Female",2015,"Poland","Simple",394,1858844
"24823","65-74","Female",2015,"Romania","Full",66,1043073
"24824","65-74","Female",2015,"Romania","Simple",890,1043073
"24825","65-74","Female",2015,"Scotland","Full",61,285872
"24826","65-74","Female",2015,"Scotland","Simple",79,285872
"24827","65-74","Female",2015,"Serbia","Full",15,412964
"24828","65-74","Female",2015,"Serbia","Simple",42,412964
"24829","65-74","Female",2015,"Slovenia","Full",40,106093
"24830","65-74","Female",2015,"Slovenia","Simple",43,106093
"24831","65-74","Female",2015,"South Korea","Full",61,2083952
"24832","65-74","Female",2015,"South Korea","Simple",234,2083952
"24833","65-74","Female",2015,"Spain","Full",40,2286554
"24834","65-74","Female",2015,"Spain","Simple",275,2286554
"24835","65-74","Female",2015,"Sweden","Full",76,541010
"24836","65-74","Female",2015,"Sweden","Simple",92,541010
"24837","65-74","Female",2015,"Switzerland","Full",52,415515
"24838","65-74","Female",2015,"Switzerland","Simple",72,415515
"24839","65-74","Female",2015,"Turkey","Full",3,2093282
"24840","65-74","Female",2015,"Turkey","Simple",277,2093282
"24841","65-74","Female",2015,"USA","Full",1160,14493862.1
"24842","65-74","Female",2015,"USA","Simple",3382,14493862.1
"24843","65-74","Female",2015,"Uruguay","Full",5,142149.5
"24844","65-74","Female",2015,"Uruguay","Simple",13,142149.5
"24845","65-74","Female",2016,"Argentina","Full",51.4073564651431,1555164
"24846","65-74","Female",2016,"Argentina","Simple",269.788062858469,1555164
"24847","65-74","Female",2016,"Armenia","Full",0,98293
"24848","65-74","Female",2016,"Armenia","Simple",55,98293
"24849","65-74","Female",2016,"Australia","Full",75,1057318
"24850","65-74","Female",2016,"Australia","Simple",108,1057318
"24851","65-74","Female",2016,"Austria","Full",64,444246
"24852","65-74","Female",2016,"Austria","Simple",125,444246
"24853","65-74","Female",2016,"Belgium","Full",83,559907
"24854","65-74","Female",2016,"Belgium","Simple",144,559907
"24855","65-74","Female",2016,"Brazil","Full",238.247191148128,5788166.5
"24856","65-74","Female",2016,"Brazil","Simple",951.665642127733,5788166.5
"24857","65-74","Female",2016,"Bulgaria","Full",1,489705
"24858","65-74","Female",2016,"Bulgaria","Simple",115,489705
"24859","65-74","Female",2016,"Canada","Full",169,1718404.65
"24860","65-74","Female",2016,"Canada","Simple",347,1718404.65
"24861","65-74","Female",2016,"Chile","Full",61,607106.12
"24862","65-74","Female",2016,"Chile","Simple",178,607106.12
"24863","65-74","Female",2016,"Colombia","Full",12,1230871.5
"24864","65-74","Female",2016,"Colombia","Simple",305,1230871.5
"24865","65-74","Female",2016,"Costa Rica","Full",4,140342.5
"24866","65-74","Female",2016,"Costa Rica","Simple",14,140342.5
"24867","65-74","Female",2016,"Cuba","Full",24,494535
"24868","65-74","Female",2016,"Cuba","Simple",110,494535
"24869","65-74","Female",2016,"Czechia","Full",110,663093
"24870","65-74","Female",2016,"Czechia","Simple",180,663093
"24871","65-74","Female",2016,"Denmark","Full",131,330366
"24872","65-74","Female",2016,"Denmark","Simple",133,330366
"24873","65-74","Female",2016,"Dominican Republic","Full",3,206490
"24874","65-74","Female",2016,"Dominican Republic","Simple",19,206490
"24875","65-74","Female",2016,"Ecuador","Full",8,378146
"24876","65-74","Female",2016,"Ecuador","Simple",230,378146
"24877","65-74","Female",2016,"England & Wales","Full",314,2986641
"24878","65-74","Female",2016,"England & Wales","Simple",520,2986641
"24879","65-74","Female",2016,"Estonia","Full",14,77963
"24880","65-74","Female",2016,"Estonia","Simple",19,77963
"24881","65-74","Female",2016,"Finland","Full",99,339852
"24882","65-74","Female",2016,"Finland","Simple",116,339852
"24883","65-74","Female",2016,"France","Full",429,3348617
"24884","65-74","Female",2016,"France","Simple",666,3348617
"24885","65-74","Female",2016,"Guatemala","Full",19.1010638297872,233759
"24886","65-74","Female",2016,"Guatemala","Simple",243.432384341637,233759
"24887","65-74","Female",2016,"Hong Kong","Full",0,307800
"24888","65-74","Female",2016,"Hong Kong","Simple",15,307800
"24889","65-74","Female",2016,"Hungary","Full",222,609282.5
"24890","65-74","Female",2016,"Hungary","Simple",272,609282.5
"24891","65-74","Female",2016,"Ireland","Full",15,186084
"24892","65-74","Female",2016,"Ireland","Simple",23,186084
"24893","65-74","Female",2016,"Israel","Full",3,289476
"24894","65-74","Female",2016,"Israel","Simple",33,289476
"24895","65-74","Female",2016,"Italy","Full",63,3474155.5
"24896","65-74","Female",2016,"Italy","Simple",490,3474155.5
"24897","65-74","Female",2016,"Japan","Full",138,9213475
"24898","65-74","Female",2016,"Japan","Simple",805.189411764706,9213475
"24899","65-74","Female",2016,"Kyrgyzstan","Full",7,98038
"24900","65-74","Female",2016,"Kyrgyzstan","Simple",103,98038
"24901","65-74","Female",2016,"Latvia","Full",16,123882
"24902","65-74","Female",2016,"Latvia","Simple",31,123882
"24903","65-74","Female",2016,"Lithuania","Full",30,171546
"24904","65-74","Female",2016,"Lithuania","Simple",62,171546
"24905","65-74","Female",2016,"Mauritius","Full",4,44575
"24906","65-74","Female",2016,"Mauritius","Simple",7,44575
"24907","65-74","Female",2016,"Mexico","Full",227.174226315969,2756096
"24908","65-74","Female",2016,"Mexico","Simple",1916.85776403865,2756096
"24909","65-74","Female",2016,"Moldova","Full",25,138532
"24910","65-74","Female",2016,"Moldova","Simple",311,138532
"24911","65-74","Female",2016,"Netherlands","Full",74,915111
"24912","65-74","Female",2016,"Netherlands","Simple",137,915111
"24913","65-74","Female",2016,"Nicaragua","Full",4,105136.5
"24914","65-74","Female",2016,"Nicaragua","Simple",52,105136.5
"24915","65-74","Female",2016,"Northern Ireland","Full",12,86389
