"","Ageband","Sex","Year","Country","Definition","Deaths","Pop"
"1","15-24","Female",2000,"Argentina","Full",0,3189360.5
"2","15-24","Female",2000,"Argentina","Simple",2.00342247942762,3189360.5
"3","15-24","Female",2000,"Australia","Full",1,1285283
"4","15-24","Female",2000,"Australia","Simple",1,1285283
"5","15-24","Female",2000,"Belgium","Full",1,612148
"6","15-24","Female",2000,"Belgium","Simple",1,612148
"7","15-24","Female",2000,"Brazil","Full",14.0894461211909,17110236.5
"8","15-24","Female",2000,"Brazil","Simple",51.1915798239076,17110236.5
"9","15-24","Female",2000,"Canada","Full",3,2030972
"10","15-24","Female",2000,"Canada","Simple",5,2030972
"11","15-24","Female",2000,"Chile","Full",0,1192469.86
"12","15-24","Female",2000,"Chile","Simple",0,1192469.86
"13","15-24","Female",2000,"Colombia","Full",6.10169491525424,3673399.5
"14","15-24","Female",2000,"Colombia","Simple",6.07204116638079,3673399.5
"15","15-24","Female",2000,"Costa Rica","Full",0,361889
"16","15-24","Female",2000,"Costa Rica","Simple",1.01724137931034,361889
"17","15-24","Female",2000,"Czechia","Full",0,763848
"18","15-24","Female",2000,"Czechia","Simple",0,763848
"19","15-24","Female",2000,"Denmark","Full",0,300690
"20","15-24","Female",2000,"Denmark","Simple",0,300690
"21","15-24","Female",2000,"Dominican Republic","Full",0,855058.5
"22","15-24","Female",2000,"Dominican Republic","Simple",3.08300395256917,855058.5
"23","15-24","Female",2000,"Ecuador","Full",5,1241945.5
"24","15-24","Female",2000,"Ecuador","Simple",8,1241945.5
"25","15-24","Female",2000,"Estonia","Full",0,97165
"26","15-24","Female",2000,"Estonia","Simple",0,97165
"27","15-24","Female",2000,"Finland","Full",0,322489
"28","15-24","Female",2000,"Finland","Simple",0,322489
"29","15-24","Female",2000,"France","Full",3,3764091
"30","15-24","Female",2000,"France","Simple",4,3764091
"31","15-24","Female",2000,"Hungary","Full",1,721347
"32","15-24","Female",2000,"Hungary","Simple",4,721347
"33","15-24","Female",2000,"Israel","Full",0,530270
"34","15-24","Female",2000,"Israel","Simple",2,530270
"35","15-24","Female",2000,"Japan","Full",1,7669997
"36","15-24","Female",2000,"Japan","Simple",3.00075150300601,7669997
"37","15-24","Female",2000,"Kyrgyzstan","Full",1.02083333333333,475445
"38","15-24","Female",2000,"Kyrgyzstan","Simple",23.0690690690691,475445
"39","15-24","Female",2000,"Latvia","Full",0,166955
"40","15-24","Female",2000,"Latvia","Simple",0,166955
"41","15-24","Female",2000,"Lithuania","Full",0,245035
"42","15-24","Female",2000,"Lithuania","Simple",1,245035
"43","15-24","Female",2000,"Mexico","Full",24.2731502999106,10031883.5
"44","15-24","Female",2000,"Mexico","Simple",42.2575969965601,10031883.5
"45","15-24","Female",2000,"Moldova","Full",1,323498
"46","15-24","Female",2000,"Moldova","Simple",7,323498
"47","15-24","Female",2000,"Netherlands","Full",0,927539
"48","15-24","Female",2000,"Netherlands","Simple",0,927539
"49","15-24","Female",2000,"Nicaragua","Full",0,561302
"50","15-24","Female",2000,"Nicaragua","Simple",3,561302
"51","15-24","Female",2000,"Paraguay","Full",0,493155
"52","15-24","Female",2000,"Paraguay","Simple",3,493155
"53","15-24","Female",2000,"Peru","Full",3,2662826.5
"54","15-24","Female",2000,"Peru","Simple",8.03080872913992,2662826.5
"55","15-24","Female",2000,"Poland","Full",3,3161840
"56","15-24","Female",2000,"Poland","Simple",7,3161840
"57","15-24","Female",2000,"Romania","Full",2,1771300
"58","15-24","Female",2000,"Romania","Simple",17,1771300
"59","15-24","Female",2000,"Scotland","Full",0,312758
"60","15-24","Female",2000,"Scotland","Simple",1,312758
"61","15-24","Female",2000,"Serbia","Full",0,502157
"62","15-24","Female",2000,"Serbia","Simple",0,502157
"63","15-24","Female",2000,"Slovenia","Full",0,140949
"64","15-24","Female",2000,"Slovenia","Simple",0,140949
"65","15-24","Female",2000,"South Korea","Full",0,3767475
"66","15-24","Female",2000,"South Korea","Simple",6,3767475
"67","15-24","Female",2000,"Spain","Full",1,2846326
"68","15-24","Female",2000,"Spain","Simple",3,2846326
"69","15-24","Female",2000,"Sweden","Full",0,500737
"70","15-24","Female",2000,"Sweden","Simple",0,500737
"71","15-24","Female",2000,"Switzerland","Full",0,410136
"72","15-24","Female",2000,"Switzerland","Simple",0,410136
"73","15-24","Female",2000,"USA","Full",19,19105073
"74","15-24","Female",2000,"USA","Simple",33,19105073
"75","15-24","Female",2000,"Uruguay","Full",0,250879.5
"76","15-24","Female",2000,"Uruguay","Simple",0,250879.5
"77","15-24","Female",2001,"Argentina","Full",0,3208873.5
"78","15-24","Female",2001,"Argentina","Simple",2.02811760883557,3208873.5
"79","15-24","Female",2001,"Australia","Full",2.01058201058201,1303713
"80","15-24","Female",2001,"Australia","Simple",2.00680272108844,1303713
"81","15-24","Female",2001,"Belgium","Full",2,612659
"82","15-24","Female",2001,"Belgium","Simple",2,612659
"83","15-24","Female",2001,"Brazil","Full",22.085362203252,17309931.5
"84","15-24","Female",2001,"Brazil","Simple",50.1518604394599,17309931.5
"85","15-24","Female",2001,"Canada","Full",2,2059190
"86","15-24","Female",2001,"Canada","Simple",2,2059190
"87","15-24","Female",2001,"Chile","Full",1,1194765.57
"88","15-24","Female",2001,"Chile","Simple",4,1194765.57
"89","15-24","Female",2001,"Colombia","Full",2,3713380
"90","15-24","Female",2001,"Colombia","Simple",7.04437400950872,3713380
"91","15-24","Female",2001,"Costa Rica","Full",0,371115
"92","15-24","Female",2001,"Costa Rica","Simple",0,371115
"93","15-24","Female",2001,"Cuba","Full",0,717385.5
"94","15-24","Female",2001,"Cuba","Simple",1,717385.5
"95","15-24","Female",2001,"Czechia","Full",0,745082
"96","15-24","Female",2001,"Czechia","Simple",0,745082
"97","15-24","Female",2001,"Denmark","Full",0,294773
"98","15-24","Female",2001,"Denmark","Simple",0,294773
"99","15-24","Female",2001,"Dominican Republic","Full",0,863363.5
"100","15-24","Female",2001,"Dominican Republic","Simple",2.02264150943396,863363.5
"101","15-24","Female",2001,"Ecuador","Full",0,1259210
"102","15-24","Female",2001,"Ecuador","Simple",3,1259210
"103","15-24","Female",2001,"England & Wales","Full",3,3149155
"104","15-24","Female",2001,"England & Wales","Simple",4,3149155
"105","15-24","Female",2001,"Estonia","Full",3.01863354037267,97020
"106","15-24","Female",2001,"Estonia","Simple",4.01739130434783,97020
"107","15-24","Female",2001,"Finland","Full",2,321239
"108","15-24","Female",2001,"Finland","Simple",2,321239
"109","15-24","Female",2001,"France","Full",0,3785067
"110","15-24","Female",2001,"France","Simple",0,3785067
"111","15-24","Female",2001,"Hong Kong","Full",0,459500
"112","15-24","Female",2001,"Hong Kong","Simple",0,459500
"113","15-24","Female",2001,"Hungary","Full",0,713068
"114","15-24","Female",2001,"Hungary","Simple",0,713068
"115","15-24","Female",2001,"Israel","Full",0,536217
"116","15-24","Female",2001,"Israel","Simple",0,536217
"117","15-24","Female",2001,"Japan","Full",2,7460000
"118","15-24","Female",2001,"Japan","Simple",3.00077881619938,7460000
"119","15-24","Female",2001,"Kyrgyzstan","Full",1.02083333333333,487701
"120","15-24","Female",2001,"Kyrgyzstan","Simple",16.2465331278891,487701
"121","15-24","Female",2001,"Latvia","Full",0,167768
"122","15-24","Female",2001,"Latvia","Simple",0,167768
"123","15-24","Female",2001,"Lithuania","Full",1,245848
"124","15-24","Female",2001,"Lithuania","Simple",1,245848
"125","15-24","Female",2001,"Mexico","Full",14.0807283291648,10074792.5
"126","15-24","Female",2001,"Mexico","Simple",39.1984642173574,10074792.5
"127","15-24","Female",2001,"Moldova","Full",2,330557
"128","15-24","Female",2001,"Moldova","Simple",8,330557
"129","15-24","Female",2001,"Netherlands","Full",0,934725
"130","15-24","Female",2001,"Netherlands","Simple",0,934725
"131","15-24","Female",2001,"Nicaragua","Full",0,567979.5
"132","15-24","Female",2001,"Nicaragua","Simple",1,567979.5
"133","15-24","Female",2001,"Northern Ireland","Full",0,118668
"134","15-24","Female",2001,"Northern Ireland","Simple",0,118668
"135","15-24","Female",2001,"Paraguay","Full",0,508383
"136","15-24","Female",2001,"Paraguay","Simple",0,508383
"137","15-24","Female",2001,"Peru","Full",2.01123595505618,2688118
"138","15-24","Female",2001,"Peru","Simple",7.02597209031886,2688118
"139","15-24","Female",2001,"Poland","Full",3,3172760
"140","15-24","Female",2001,"Poland","Simple",6,3172760
"141","15-24","Female",2001,"Romania","Full",1,1739076
"142","15-24","Female",2001,"Romania","Simple",7,1739076
"143","15-24","Female",2001,"Scotland","Full",0,314158
"144","15-24","Female",2001,"Scotland","Simple",1,314158
"145","15-24","Female",2001,"Serbia","Full",0,498990
"146","15-24","Female",2001,"Serbia","Simple",0,498990
"147","15-24","Female",2001,"Slovenia","Full",0,138713
"148","15-24","Female",2001,"Slovenia","Simple",0,138713
"149","15-24","Female",2001,"South Korea","Full",2,3688341
"150","15-24","Female",2001,"South Korea","Simple",7,3688341
"151","15-24","Female",2001,"Spain","Full",0,2774641
"152","15-24","Female",2001,"Spain","Simple",1,2774641
"153","15-24","Female",2001,"Sweden","Full",1,502901
"154","15-24","Female",2001,"Sweden","Simple",1,502901
"155","15-24","Female",2001,"Switzerland","Full",1,414858
"156","15-24","Female",2001,"Switzerland","Simple",1,414858
"157","15-24","Female",2001,"USA","Full",19.003826016915,19463211
"158","15-24","Female",2001,"USA","Simple",28.0025058170754,19463211
"159","15-24","Female",2001,"Uruguay","Full",0,247808
"160","15-24","Female",2001,"Uruguay","Simple",0,247808
"161","15-24","Female",2002,"Argentina","Full",1,3221971
"162","15-24","Female",2002,"Argentina","Simple",2.0039983728361,3221971
"163","15-24","Female",2002,"Australia","Full",2.00749063670412,1316527
"164","15-24","Female",2002,"Australia","Simple",2.01038961038961,1316527
"165","15-24","Female",2002,"Austria","Full",0,475095
"166","15-24","Female",2002,"Austria","Simple",0,475095
"167","15-24","Female",2002,"Belgium","Full",1,614288
"168","15-24","Female",2002,"Belgium","Simple",2,614288
"169","15-24","Female",2002,"Brazil","Full",17.0964994641516,17457616
"170","15-24","Female",2002,"Brazil","Simple",40.1646903321655,17457616
"171","15-24","Female",2002,"Canada","Full",2,2084984
"172","15-24","Female",2002,"Canada","Simple",2,2084984
"173","15-24","Female",2002,"Chile","Full",1,1215389.95
"174","15-24","Female",2002,"Chile","Simple",2,1215389.95
"175","15-24","Female",2002,"Colombia","Full",3.1,3751204
"176","15-24","Female",2002,"Colombia","Simple",10.0631911532385,3751204
"177","15-24","Female",2002,"Costa Rica","Full",1,379342
"178","15-24","Female",2002,"Costa Rica","Simple",1,379342
"179","15-24","Female",2002,"Cuba","Full",0,719968
"180","15-24","Female",2002,"Cuba","Simple",3,719968
"181","15-24","Female",2002,"Czechia","Full",0,714488
"182","15-24","Female",2002,"Czechia","Simple",0,714488
"183","15-24","Female",2002,"Denmark","Full",0,292727
"184","15-24","Female",2002,"Denmark","Simple",0,292727
"185","15-24","Female",2002,"Dominican Republic","Full",0,871509.5
"186","15-24","Female",2002,"Dominican Republic","Simple",1.05701754385965,871509.5
"187","15-24","Female",2002,"Ecuador","Full",5,1275964
"188","15-24","Female",2002,"Ecuador","Simple",11,1275964
"189","15-24","Female",2002,"England & Wales","Full",3,3207418
"190","15-24","Female",2002,"England & Wales","Simple",3,3207418
"191","15-24","Female",2002,"Estonia","Full",1.00952380952381,97020
"192","15-24","Female",2002,"Estonia","Simple",1.01169590643275,97020
"193","15-24","Female",2002,"Finland","Full",1,319060
"194","15-24","Female",2002,"Finland","Simple",1,319060
"195","15-24","Female",2002,"France","Full",1,3826195
"196","15-24","Female",2002,"France","Simple",1,3826195
"197","15-24","Female",2002,"Hong Kong","Full",1,445600
"198","15-24","Female",2002,"Hong Kong","Simple",2,445600
"199","15-24","Female",2002,"Hungary","Full",1,692093
"200","15-24","Female",2002,"Hungary","Simple",2,692093
"201","15-24","Female",2002,"Israel","Full",0,540419
"202","15-24","Female",2002,"Israel","Simple",0,540419
"203","15-24","Female",2002,"Japan","Full",2,7274000
"204","15-24","Female",2002,"Japan","Simple",3,7274000
"205","15-24","Female",2002,"Kyrgyzstan","Full",2.01754385964912,501146
"206","15-24","Female",2002,"Kyrgyzstan","Simple",14.019257221458,501146
"207","15-24","Female",2002,"Latvia","Full",1,169582
"208","15-24","Female",2002,"Latvia","Simple",3,169582
"209","15-24","Female",2002,"Lithuania","Full",1,247514
"210","15-24","Female",2002,"Lithuania","Simple",1,247514
"211","15-24","Female",2002,"Mexico","Full",18.1103895978686,10113365
"212","15-24","Female",2002,"Mexico","Simple",35.104143464004,10113365
"213","15-24","Female",2002,"Moldova","Full",0,336944
"214","15-24","Female",2002,"Moldova","Simple",3,336944
"215","15-24","Female",2002,"Netherlands","Full",0,943864
"216","15-24","Female",2002,"Netherlands","Simple",0,943864
"217","15-24","Female",2002,"Nicaragua","Full",0,573785
"218","15-24","Female",2002,"Nicaragua","Simple",2,573785
"219","15-24","Female",2002,"Northern Ireland","Full",0,119400
"220","15-24","Female",2002,"Northern Ireland","Simple",0,119400
"221","15-24","Female",2002,"Paraguay","Full",0,522227.5
"222","15-24","Female",2002,"Paraguay","Simple",1,522227.5
"223","15-24","Female",2002,"Peru","Full",2,2708063.5
"224","15-24","Female",2002,"Peru","Simple",8,2708063.5
"225","15-24","Female",2002,"Poland","Full",3,3157831
"226","15-24","Female",2002,"Poland","Simple",6,3157831
"227","15-24","Female",2002,"Romania","Full",1,1659695
"228","15-24","Female",2002,"Romania","Simple",11,1659695
"229","15-24","Female",2002,"Scotland","Full",0,318480
"230","15-24","Female",2002,"Scotland","Simple",0,318480
"231","15-24","Female",2002,"Serbia","Full",0,495315
"232","15-24","Female",2002,"Serbia","Simple",0,495315
"233","15-24","Female",2002,"Slovenia","Full",0,136783
"234","15-24","Female",2002,"Slovenia","Simple",0,136783
"235","15-24","Female",2002,"South Korea","Full",6,3602297
"236","15-24","Female",2002,"South Korea","Simple",11,3602297
"237","15-24","Female",2002,"Spain","Full",0,2719911
"238","15-24","Female",2002,"Spain","Simple",0,2719911
"239","15-24","Female",2002,"Sweden","Full",1,508851
"240","15-24","Female",2002,"Sweden","Simple",1,508851
"241","15-24","Female",2002,"Switzerland","Full",0,420181
"242","15-24","Female",2002,"Switzerland","Simple",0,420181
"243","15-24","Female",2002,"USA","Full",19,19768514
"244","15-24","Female",2002,"USA","Simple",33,19768514
"245","15-24","Female",2002,"Uruguay","Full",0,245125.5
"246","15-24","Female",2002,"Uruguay","Simple",1,245125.5
"247","15-24","Female",2003,"Argentina","Full",1.01328059537432,3232191.5
"248","15-24","Female",2003,"Argentina","Simple",1.00512324946324,3232191.5
"249","15-24","Female",2003,"Australia","Full",1,1333189
"250","15-24","Female",2003,"Australia","Simple",1,1333189
"251","15-24","Female",2003,"Austria","Full",0,482866
"252","15-24","Female",2003,"Austria","Simple",0,482866
"253","15-24","Female",2003,"Belgium","Full",2,616806
"254","15-24","Female",2003,"Belgium","Simple",2,616806
"255","15-24","Female",2003,"Brazil","Full",13.0572842710461,17546448
"256","15-24","Female",2003,"Brazil","Simple",49.1598056877423,17546448
"257","15-24","Female",2003,"Canada","Full",2,2103731
"258","15-24","Female",2003,"Canada","Simple",2,2103731
"259","15-24","Female",2003,"Chile","Full",0,1241235.35
"260","15-24","Female",2003,"Chile","Simple",1,1241235.35
"261","15-24","Female",2003,"Colombia","Full",1,3788953.5
"262","15-24","Female",2003,"Colombia","Simple",6.02808112324493,3788953.5
"263","15-24","Female",2003,"Costa Rica","Full",0,386524.5
"264","15-24","Female",2003,"Costa Rica","Simple",0,386524.5
"265","15-24","Female",2003,"Cuba","Full",1,731237
"266","15-24","Female",2003,"Cuba","Simple",1,731237
"267","15-24","Female",2003,"Czechia","Full",0,694102
"268","15-24","Female",2003,"Czechia","Simple",1,694102
"269","15-24","Female",2003,"Denmark","Full",0,290582
"270","15-24","Female",2003,"Denmark","Simple",0,290582
"271","15-24","Female",2003,"Dominican Republic","Full",0,880490.5
"272","15-24","Female",2003,"Dominican Republic","Simple",6.04505405904238,880490.5
"273","15-24","Female",2003,"Ecuador","Full",1,1292748.5
"274","15-24","Female",2003,"Ecuador","Simple",3,1292748.5
"275","15-24","Female",2003,"England & Wales","Full",7,3279654
"276","15-24","Female",2003,"England & Wales","Simple",6,3279654
"277","15-24","Female",2003,"Estonia","Full",3.03973509933775,97400
"278","15-24","Female",2003,"Estonia","Simple",3.02752293577982,97400
"279","15-24","Female",2003,"Finland","Full",2,318049
"280","15-24","Female",2003,"Finland","Simple",2,318049
"281","15-24","Female",2003,"France","Full",3,3855507
"282","15-24","Female",2003,"France","Simple",4,3855507
"283","15-24","Female",2003,"Hong Kong","Full",1,440600
"284","15-24","Female",2003,"Hong Kong","Simple",1,440600
"285","15-24","Female",2003,"Hungary","Full",0,672145
"286","15-24","Female",2003,"Hungary","Simple",1,672145
"287","15-24","Female",2003,"Israel","Full",1,544294
"288","15-24","Female",2003,"Israel","Simple",0,544294
"289","15-24","Female",2003,"Italy","Full",0,3009624
"290","15-24","Female",2003,"Italy","Simple",0,3009624
"291","15-24","Female",2003,"Japan","Full",0,7089000
"292","15-24","Female",2003,"Japan","Simple",1,7089000
"293","15-24","Female",2003,"Kyrgyzstan","Full",1,514477
"294","15-24","Female",2003,"Kyrgyzstan","Simple",20,514477
"295","15-24","Female",2003,"Latvia","Full",0,171186
"296","15-24","Female",2003,"Latvia","Simple",1,171186
"297","15-24","Female",2003,"Lithuania","Full",1,247710
"298","15-24","Female",2003,"Lithuania","Simple",1,247710
"299","15-24","Female",2003,"Mexico","Full",14.0682779009218,10145351
"300","15-24","Female",2003,"Mexico","Simple",36.1270057087965,10145351
"301","15-24","Female",2003,"Moldova","Full",0,342329
"302","15-24","Female",2003,"Moldova","Simple",5,342329
"303","15-24","Female",2003,"Netherlands","Full",0,950780
"304","15-24","Female",2003,"Netherlands","Simple",0,950780
"305","15-24","Female",2003,"Nicaragua","Full",2,579062.5
"306","15-24","Female",2003,"Nicaragua","Simple",3,579062.5
"307","15-24","Female",2003,"Northern Ireland","Full",0,120160
"308","15-24","Female",2003,"Northern Ireland","Simple",0,120160
"309","15-24","Female",2003,"Paraguay","Full",0,535511
"310","15-24","Female",2003,"Paraguay","Simple",0,535511
"311","15-24","Female",2003,"Peru","Full",4,2723794.5
"312","15-24","Female",2003,"Peru","Simple",17.0168150346192,2723794.5
"313","15-24","Female",2003,"Poland","Full",0,3138681
"314","15-24","Female",2003,"Poland","Simple",5,3138681
"315","15-24","Female",2003,"Romania","Full",1,1654756
"316","15-24","Female",2003,"Romania","Simple",12,1654756
"317","15-24","Female",2003,"Scotland","Full",0,322075
"318","15-24","Female",2003,"Scotland","Simple",0,322075
"319","15-24","Female",2003,"Serbia","Full",0,490226
"320","15-24","Female",2003,"Serbia","Simple",0,490226
"321","15-24","Female",2003,"Slovenia","Full",0,135063
"322","15-24","Female",2003,"Slovenia","Simple",0,135063
"323","15-24","Female",2003,"South Korea","Full",1,3526768
"324","15-24","Female",2003,"South Korea","Simple",4,3526768
"325","15-24","Female",2003,"Spain","Full",0,2663400
"326","15-24","Female",2003,"Spain","Simple",0,2663400
"327","15-24","Female",2003,"Sweden","Full",0,518171.5
"328","15-24","Female",2003,"Sweden","Simple",0,518171.5
"329","15-24","Female",2003,"Switzerland","Full",0,423129
"330","15-24","Female",2003,"Switzerland","Simple",0,423129
"331","15-24","Female",2003,"USA","Full",25.0049416880806,20023561
"332","15-24","Female",2003,"USA","Simple",27.0024027765418,20023561
"333","15-24","Female",2003,"Uruguay","Full",0,243417
"334","15-24","Female",2003,"Uruguay","Simple",0,243417
"335","15-24","Female",2004,"Argentina","Full",0,3242579.5
"336","15-24","Female",2004,"Argentina","Simple",1.00549617014248,3242579.5
"337","15-24","Female",2004,"Australia","Full",2,1364452
"338","15-24","Female",2004,"Australia","Simple",2,1364452
"339","15-24","Female",2004,"Austria","Full",1,491309
"340","15-24","Female",2004,"Austria","Simple",1,491309
"341","15-24","Female",2004,"Belgium","Full",0,620047
"342","15-24","Female",2004,"Belgium","Simple",0,620047
"343","15-24","Female",2004,"Brazil","Full",19.1069154280556,17576845.5
"344","15-24","Female",2004,"Brazil","Simple",40.2093051037571,17576845.5
"345","15-24","Female",2004,"Canada","Full",0,2124167
"346","15-24","Female",2004,"Canada","Simple",0,2124167
"347","15-24","Female",2004,"Chile","Full",0,1267074.52
"348","15-24","Female",2004,"Chile","Simple",2,1267074.52
"349","15-24","Female",2004,"Colombia","Full",6.10909090909091,3827871
"350","15-24","Female",2004,"Colombia","Simple",11.0900163666121,3827871
"351","15-24","Female",2004,"Costa Rica","Full",0,392556.5
"352","15-24","Female",2004,"Costa Rica","Simple",0,392556.5
"353","15-24","Female",2004,"Cuba","Full",0,749588
"354","15-24","Female",2004,"Cuba","Simple",0,749588
"355","15-24","Female",2004,"Czechia","Full",1,676084
"356","15-24","Female",2004,"Czechia","Simple",1,676084
"357","15-24","Female",2004,"Denmark","Full",0,290626
"358","15-24","Female",2004,"Denmark","Simple",0,290626
"359","15-24","Female",2004,"Dominican Republic","Full",0,890706
"360","15-24","Female",2004,"Dominican Republic","Simple",1.00350877192982,890706
"361","15-24","Female",2004,"Ecuador","Full",1,1310142
"362","15-24","Female",2004,"Ecuador","Simple",4,1310142
"363","15-24","Female",2004,"England & Wales","Full",1,3338702
"364","15-24","Female",2004,"England & Wales","Simple",4,3338702
"365","15-24","Female",2004,"Estonia","Full",1.00819672131148,97765
"366","15-24","Female",2004,"Estonia","Simple",1.00555555555556,97765
"367","15-24","Female",2004,"Finland","Full",0,318275
"368","15-24","Female",2004,"Finland","Simple",0,318275
"369","15-24","Female",2004,"France","Full",0,3880131
"370","15-24","Female",2004,"France","Simple",0,3880131
"371","15-24","Female",2004,"Hong Kong","Full",0,454100
"372","15-24","Female",2004,"Hong Kong","Simple",0,454100
"373","15-24","Female",2004,"Hungary","Full",0,655267
"374","15-24","Female",2004,"Hungary","Simple",0,655267
"375","15-24","Female",2004,"Israel","Full",0,548641.5
"376","15-24","Female",2004,"Israel","Simple",1,548641.5
"377","15-24","Female",2004,"Italy","Full",0,2949057
"378","15-24","Female",2004,"Italy","Simple",0,2949057
"379","15-24","Female",2004,"Japan","Full",0,6905000
"380","15-24","Female",2004,"Japan","Simple",0,6905000
"381","15-24","Female",2004,"Kyrgyzstan","Full",0,527482
"382","15-24","Female",2004,"Kyrgyzstan","Simple",15,527482
"383","15-24","Female",2004,"Latvia","Full",1,171538
"384","15-24","Female",2004,"Latvia","Simple",2,171538
"385","15-24","Female",2004,"Lithuania","Full",1,245226
"386","15-24","Female",2004,"Lithuania","Simple",0,245226
"387","15-24","Female",2004,"Mexico","Full",15.0732010052409,10187134.5
"388","15-24","Female",2004,"Mexico","Simple",32.0813906763293,10187134.5
"389","15-24","Female",2004,"Moldova","Full",0,345611
"390","15-24","Female",2004,"Moldova","Simple",3,345611
"391","15-24","Female",2004,"Netherlands","Full",0,955898.5
"392","15-24","Female",2004,"Netherlands","Simple",0,955898.5
"393","15-24","Female",2004,"Nicaragua","Full",0,583833.5
"394","15-24","Female",2004,"Nicaragua","Simple",2,583833.5
"395","15-24","Female",2004,"Northern Ireland","Full",0,121733
"396","15-24","Female",2004,"Northern Ireland","Simple",0,121733
"397","15-24","Female",2004,"Paraguay","Full",0,548253.5
"398","15-24","Female",2004,"Paraguay","Simple",1,548253.5
"399","15-24","Female",2004,"Peru","Full",0,2736246
"400","15-24","Female",2004,"Peru","Simple",11.0098478066249,2736246
"401","15-24","Female",2004,"Poland","Full",3,3103522
"402","15-24","Female",2004,"Poland","Simple",12,3103522
"403","15-24","Female",2004,"Romania","Full",1,1644876
"404","15-24","Female",2004,"Romania","Simple",11,1644876
"405","15-24","Female",2004,"Scotland","Full",2,324745
"406","15-24","Female",2004,"Scotland","Simple",2,324745
"407","15-24","Female",2004,"Serbia","Full",0,484852
"408","15-24","Female",2004,"Serbia","Simple",0,484852
"409","15-24","Female",2004,"Slovenia","Full",0,132163
"410","15-24","Female",2004,"Slovenia","Simple",0,132163
"411","15-24","Female",2004,"South Korea","Full",0,3443539
"412","15-24","Female",2004,"South Korea","Simple",3,3443539
"413","15-24","Female",2004,"Spain","Full",1,2605983
"414","15-24","Female",2004,"Spain","Simple",1,2605983
"415","15-24","Female",2004,"Sweden","Full",0,529513.5
"416","15-24","Female",2004,"Sweden","Simple",1,529513.5
"417","15-24","Female",2004,"Switzerland","Full",0,428412
"418","15-24","Female",2004,"Switzerland","Simple",0,428412
"419","15-24","Female",2004,"USA","Full",32.0061847700039,20262722
"420","15-24","Female",2004,"USA","Simple",38.0034240403676,20262722
"421","15-24","Female",2004,"Uruguay","Full",0,242770.5
"422","15-24","Female",2004,"Uruguay","Simple",0,242770.5
"423","15-24","Female",2005,"Argentina","Full",1,3255076.5
"424","15-24","Female",2005,"Argentina","Simple",4,3255076.5
"425","15-24","Female",2005,"Austria","Full",0,497688
"426","15-24","Female",2005,"Austria","Simple",0,497688
"427","15-24","Female",2005,"Belgium","Full",0,624077
"428","15-24","Female",2005,"Belgium","Simple",0,624077
"429","15-24","Female",2005,"Brazil","Full",16.0802566161105,17551064.5
"430","15-24","Female",2005,"Brazil","Simple",32.1433345660199,17551064.5
"431","15-24","Female",2005,"Bulgaria","Full",0,513893
"432","15-24","Female",2005,"Bulgaria","Simple",4,513893
"433","15-24","Female",2005,"Canada","Full",3,2144094
"434","15-24","Female",2005,"Canada","Simple",4,2144094
"435","15-24","Female",2005,"Chile","Full",3,1295408.29
"436","15-24","Female",2005,"Chile","Simple",4,1295408.29
"437","15-24","Female",2005,"Colombia","Full",3,3865703.5
"438","15-24","Female",2005,"Colombia","Simple",9,3865703.5
"439","15-24","Female",2005,"Costa Rica","Full",1,397598.5
"440","15-24","Female",2005,"Costa Rica","Simple",1,397598.5
"441","15-24","Female",2005,"Cuba","Full",0,770567.5
"442","15-24","Female",2005,"Cuba","Simple",1,770567.5
"443","15-24","Female",2005,"Czechia","Full",0,663458
"444","15-24","Female",2005,"Czechia","Simple",1,663458
"445","15-24","Female",2005,"Denmark","Full",1,292929
"446","15-24","Female",2005,"Denmark","Simple",1,292929
"447","15-24","Female",2005,"Dominican Republic","Full",0,901524
"448","15-24","Female",2005,"Dominican Republic","Simple",1.01217850870714,901524
"449","15-24","Female",2005,"Ecuador","Full",2,1328058
"450","15-24","Female",2005,"Ecuador","Simple",9,1328058
"451","15-24","Female",2005,"England & Wales","Full",7,3408908
"452","15-24","Female",2005,"England & Wales","Simple",7,3408908
"453","15-24","Female",2005,"Estonia","Full",0,97515
"454","15-24","Female",2005,"Estonia","Simple",1,97515
"455","15-24","Female",2005,"Finland","Full",1,319226
"456","15-24","Female",2005,"Finland","Simple",1,319226
"457","15-24","Female",2005,"France","Full",3,3877610
"458","15-24","Female",2005,"France","Simple",2,3877610
"459","15-24","Female",2005,"Guatemala","Full",6,1360729.5
"460","15-24","Female",2005,"Guatemala","Simple",17,1360729.5
"461","15-24","Female",2005,"Hong Kong","Full",0,458500
"462","15-24","Female",2005,"Hong Kong","Simple",0,458500
"463","15-24","Female",2005,"Hungary","Full",1,643025
"464","15-24","Female",2005,"Hungary","Simple",0,643025
"465","15-24","Female",2005,"Israel","Full",0,553466.5
"466","15-24","Female",2005,"Israel","Simple",0,553466.5
"467","15-24","Female",2005,"Italy","Full",0,2915662
"468","15-24","Female",2005,"Italy","Simple",1,2915662
"469","15-24","Female",2005,"Japan","Full",3,6672938
"470","15-24","Female",2005,"Japan","Simple",5,6672938
"471","15-24","Female",2005,"Kyrgyzstan","Full",0,538067
"472","15-24","Female",2005,"Kyrgyzstan","Simple",22.0297297297297,538067
"473","15-24","Female",2005,"Latvia","Full",0,170913
"474","15-24","Female",2005,"Latvia","Simple",1,170913
